@RELATION nflpredictor

@ATTRIBUTE homeTotalYdsLast3 real
@ATTRIBUTE homeTotalYdsSeason real
@ATTRIBUTE homePassYdsLast3 real
@ATTRIBUTE homePassYdsSeason real
@ATTRIBUTE homeRushYdsLast3 real
@ATTRIBUTE homeRushYdsSeason real
@ATTRIBUTE homeFirstDownsLast3 real
@ATTRIBUTE homeFirstDownsSeaon real
@ATTRIBUTE homeTurnoversLast3 real
@ATTRIBUTE homeTurnoversSeason real
@ATTRIBUTE homePuntsLast3 real
@ATTRIBUTE homePuntsSeason real
@ATTRIBUTE awayTotalYdsLast3 real
@ATTRIBUTE awayTotalYdsSeason real
@ATTRIBUTE awayPassYdsLast3 real
@ATTRIBUTE awayPassYdsSeason real
@ATTRIBUTE awayRushYdsLast3 real
@ATTRIBUTE awayRushYdsSeason real
@ATTRIBUTE awayFirstDownsLast3 real
@ATTRIBUTE awayFirstDownsSeason real
@ATTRIBUTE awayTurnoversLast3 real
@ATTRIBUTE awayTurnoversSeason real
@ATTRIBUTE awayPuntsLast3 real
@ATTRIBUTE awayPuntsSeason real
@ATTRIBUTE winner {H,A}

@Data
392.666666667, 383.75, 264.666666667, 278.75, 128.0, 105.0, 23.3333333333, 22.25, 1.66666666667, 2.0, 2.33333333333, 3.5, 348.0, 318.75, 223.666666667, 217.25, 124.333333333, 101.5, 21.6666666667, 19.75, 1.66666666667, 2.0, 5.0, 5.0, H
266.0, 246.5, 140.333333333, 145.0, 125.666666667, 101.5, 17.0, 15.5, 1.33333333333, 1.0, 7.0, 6.5, 380.666666667, 401.0, 201.666666667, 237.25, 179.0, 163.75, 22.3333333333, 21.25, 2.0, 1.5, 5.0, 4.75, A
380.666666667, 401.0, 201.666666667, 237.25, 179.0, 163.75, 22.3333333333, 21.25, 2.0, 1.5, 5.0, 4.75, 266.0, 246.5, 140.333333333, 145.0, 125.666666667, 101.5, 17.0, 15.5, 1.33333333333, 1.0, 7.0, 6.5, H
417.666666667, 401.0, 258.0, 255.5, 159.666666667, 145.5, 22.3333333333, 21.25, 0.666666666667, 1.0, 4.33333333333, 3.5, 156.0, 208.5, 87.0, 119.75, 69.0, 88.75, 9.33333333333, 11.75, 2.0, 2.25, 6.33333333333, 5.75, H
156.0, 208.5, 87.0, 119.75, 69.0, 88.75, 9.33333333333, 11.75, 2.0, 2.25, 6.33333333333, 5.75, 417.666666667, 401.0, 258.0, 255.5, 159.666666667, 145.5, 22.3333333333, 21.25, 0.666666666667, 1.0, 4.33333333333, 3.5, A
383.333333333, 383.333333333, 262.333333333, 262.333333333, 121.0, 121.0, 20.3333333333, 20.3333333333, 2.33333333333, 2.33333333333, 4.0, 4.0, 222.666666667, 279.5, 151.333333333, 182.5, 71.3333333333, 97.0, 12.0, 15.5, 1.66666666667, 1.25, 6.0, 5.75, H
222.666666667, 279.5, 151.333333333, 182.5, 71.3333333333, 97.0, 12.0, 15.5, 1.66666666667, 1.25, 6.0, 5.75, 383.333333333, 383.333333333, 262.333333333, 262.333333333, 121.0, 121.0, 20.3333333333, 20.3333333333, 2.33333333333, 2.33333333333, 4.0, 4.0, A
252.666666667, 251.25, 129.333333333, 139.5, 123.333333333, 111.75, 15.0, 14.5, 2.33333333333, 2.0, 5.33333333333, 6.0, 325.333333333, 321.5, 235.666666667, 198.0, 89.6666666667, 123.5, 19.6666666667, 19.5, 1.0, 0.75, 5.0, 5.25, A
325.333333333, 321.5, 235.666666667, 198.0, 89.6666666667, 123.5, 19.6666666667, 19.5, 1.0, 0.75, 5.0, 5.25, 252.666666667, 251.25, 129.333333333, 139.5, 123.333333333, 111.75, 15.0, 14.5, 2.33333333333, 2.0, 5.33333333333, 6.0, H
284.333333333, 264.0, 147.666666667, 156.25, 136.666666667, 107.75, 14.0, 13.75, 0.333333333333, 0.5, 7.33333333333, 7.5, 303.0, 303.0, 210.666666667, 210.666666667, 92.3333333333, 92.3333333333, 18.3333333333, 18.3333333333, 1.0, 1.0, 4.0, 4.0, A
303.0, 303.0, 210.666666667, 210.666666667, 92.3333333333, 92.3333333333, 18.3333333333, 18.3333333333, 1.0, 1.0, 4.0, 4.0, 284.333333333, 264.0, 147.666666667, 156.25, 136.666666667, 107.75, 14.0, 13.75, 0.333333333333, 0.5, 7.33333333333, 7.5, H
335.0, 335.0, 274.333333333, 274.333333333, 60.6666666667, 60.6666666667, 20.0, 20.0, 2.33333333333, 2.33333333333, 5.0, 5.0, 382.0, 332.25, 284.0, 249.25, 98.0, 83.0, 19.3333333333, 17.25, 1.33333333333, 1.5, 5.66666666667, 5.75, H
382.0, 332.25, 284.0, 249.25, 98.0, 83.0, 19.3333333333, 17.25, 1.33333333333, 1.5, 5.66666666667, 5.75, 335.0, 335.0, 274.333333333, 274.333333333, 60.6666666667, 60.6666666667, 20.0, 20.0, 2.33333333333, 2.33333333333, 5.0, 5.0, A
386.0, 365.0, 213.666666667, 217.0, 172.333333333, 148.0, 21.3333333333, 18.5, 1.0, 0.75, 3.33333333333, 4.5, 354.333333333, 376.0, 242.333333333, 273.75, 112.0, 102.25, 23.6666666667, 24.75, 0.666666666667, 0.75, 3.66666666667, 3.0, H
354.333333333, 376.0, 242.333333333, 273.75, 112.0, 102.25, 23.6666666667, 24.75, 0.666666666667, 0.75, 3.66666666667, 3.0, 386.0, 365.0, 213.666666667, 217.0, 172.333333333, 148.0, 21.3333333333, 18.5, 1.0, 0.75, 3.33333333333, 4.5, A
302.666666667, 338.5, 230.0, 242.25, 72.6666666667, 96.25, 19.3333333333, 20.75, 1.66666666667, 2.0, 4.66666666667, 4.75, 404.0, 360.0, 266.333333333, 228.25, 137.666666667, 131.75, 23.0, 20.25, 1.66666666667, 1.25, 3.33333333333, 3.75, H
404.0, 360.0, 266.333333333, 228.25, 137.666666667, 131.75, 23.0, 20.25, 1.66666666667, 1.25, 3.33333333333, 3.75, 302.666666667, 338.5, 230.0, 242.25, 72.6666666667, 96.25, 19.3333333333, 20.75, 1.66666666667, 2.0, 4.66666666667, 4.75, A
371.333333333, 358.5, 217.333333333, 221.5, 154.0, 137.0, 18.3333333333, 18.25, 3.0, 2.75, 5.66666666667, 5.5, 430.666666667, 414.25, 342.333333333, 330.25, 88.3333333333, 84.0, 20.0, 20.25, 0.666666666667, 1.0, 3.0, 2.75, A
430.666666667, 414.25, 342.333333333, 330.25, 88.3333333333, 84.0, 20.0, 20.25, 0.666666666667, 1.0, 3.0, 2.75, 371.333333333, 358.5, 217.333333333, 221.5, 154.0, 137.0, 18.3333333333, 18.25, 3.0, 2.75, 5.66666666667, 5.5, H
342.666666667, 321.75, 130.0, 138.25, 212.666666667, 183.5, 23.6666666667, 21.75, 1.0, 1.75, 3.33333333333, 3.75, 242.333333333, 297.25, 131.666666667, 166.75, 110.666666667, 130.5, 13.6666666667, 15.75, 2.33333333333, 2.0, 6.66666666667, 6.0, H
242.333333333, 297.25, 131.666666667, 166.75, 110.666666667, 130.5, 13.6666666667, 15.75, 2.33333333333, 2.0, 6.66666666667, 6.0, 342.666666667, 321.75, 130.0, 138.25, 212.666666667, 183.5, 23.6666666667, 21.75, 1.0, 1.75, 3.33333333333, 3.75, A
350.333333333, 335.4, 218.333333333, 208.8, 132.0, 126.6, 20.6666666667, 19.4, 1.33333333333, 1.6, 6.0, 5.8, 380.666666667, 349.0, 288.666666667, 273.6, 92.0, 75.4, 20.6666666667, 18.4, 1.66666666667, 1.4, 5.33333333333, 5.6, A
380.666666667, 349.0, 288.666666667, 273.6, 92.0, 75.4, 20.6666666667, 18.4, 1.66666666667, 1.4, 5.33333333333, 5.6, 350.333333333, 335.4, 218.333333333, 208.8, 132.0, 126.6, 20.6666666667, 19.4, 1.33333333333, 1.6, 6.0, 5.8, H
379.0, 340.75, 271.333333333, 241.0, 107.666666667, 99.75, 21.6666666667, 19.25, 1.0, 0.75, 4.0, 4.5, 371.333333333, 322.0, 253.333333333, 218.8, 118.0, 103.2, 23.0, 20.0, 1.0, 1.8, 4.66666666667, 4.6, H
371.333333333, 322.0, 253.333333333, 218.8, 118.0, 103.2, 23.0, 20.0, 1.0, 1.8, 4.66666666667, 4.6, 379.0, 340.75, 271.333333333, 241.0, 107.666666667, 99.75, 21.6666666667, 19.25, 1.0, 0.75, 4.0, 4.5, A
346.333333333, 327.8, 226.666666667, 214.8, 119.666666667, 113.0, 20.3333333333, 18.2, 1.33333333333, 1.4, 4.66666666667, 4.6, 304.333333333, 281.0, 182.333333333, 167.2, 122.0, 113.8, 19.3333333333, 17.0, 3.33333333333, 2.4, 5.0, 5.4, H
304.333333333, 281.0, 182.333333333, 167.2, 122.0, 113.8, 19.3333333333, 17.0, 3.33333333333, 2.4, 5.0, 5.4, 346.333333333, 327.8, 226.666666667, 214.8, 119.666666667, 113.0, 20.3333333333, 18.2, 1.33333333333, 1.4, 4.66666666667, 4.6, A
362.666666667, 332.6, 280.666666667, 216.0, 82.0, 116.6, 20.6666666667, 19.8, 1.0, 0.8, 4.33333333333, 4.6, 366.333333333, 382.2, 253.0, 248.6, 113.333333333, 133.6, 21.3333333333, 23.6, 1.66666666667, 1.4, 4.33333333333, 4.0, H
366.333333333, 382.2, 253.0, 248.6, 113.333333333, 133.6, 21.3333333333, 23.6, 1.66666666667, 1.4, 4.33333333333, 4.0, 362.666666667, 332.6, 280.666666667, 216.0, 82.0, 116.6, 20.6666666667, 19.8, 1.0, 0.8, 4.33333333333, 4.6, A
380.666666667, 414.25, 211.333333333, 248.0, 169.333333333, 166.25, 20.6666666667, 22.5, 1.0, 1.5, 4.33333333333, 3.75, 436.333333333, 417.4, 235.666666667, 257.0, 200.666666667, 160.4, 25.0, 22.4, 1.0, 1.0, 3.66666666667, 3.4, H
436.333333333, 417.4, 235.666666667, 257.0, 200.666666667, 160.4, 25.0, 22.4, 1.0, 1.0, 3.66666666667, 3.4, 380.666666667, 414.25, 211.333333333, 248.0, 169.333333333, 166.25, 20.6666666667, 22.5, 1.0, 1.5, 4.33333333333, 3.75, A
404.666666667, 375.8, 284.333333333, 275.4, 120.333333333, 100.4, 22.3333333333, 21.4, 1.33333333333, 1.8, 2.66666666667, 3.6, 258.0, 248.4, 128.666666667, 142.2, 129.333333333, 106.2, 14.0, 14.0, 2.33333333333, 2.4, 7.66666666667, 6.8, H
258.0, 248.4, 128.666666667, 142.2, 129.333333333, 106.2, 14.0, 14.0, 2.33333333333, 2.4, 7.66666666667, 6.8, 404.666666667, 375.8, 284.333333333, 275.4, 120.333333333, 100.4, 22.3333333333, 21.4, 1.33333333333, 1.8, 2.66666666667, 3.6, A
206.0, 284.2, 125.333333333, 189.6, 80.6666666667, 94.6, 13.0, 16.8, 2.0, 1.6, 5.33333333333, 5.4, 319.666666667, 282.0, 218.666666667, 184.75, 101.0, 97.25, 18.3333333333, 17.25, 2.33333333333, 3.5, 4.0, 4.0, A
319.666666667, 282.0, 218.666666667, 184.75, 101.0, 97.25, 18.3333333333, 17.25, 2.33333333333, 3.5, 4.0, 4.0, 206.0, 284.2, 125.333333333, 189.6, 80.6666666667, 94.6, 13.0, 16.8, 2.0, 1.6, 5.33333333333, 5.4, H
288.333333333, 299.8, 200.333333333, 205.0, 88.0, 94.8, 17.0, 17.4, 2.0, 1.8, 4.66666666667, 4.2, 231.0, 258.0, 139.0, 162.4, 92.0, 95.6, 15.3333333333, 16.4, 0.666666666667, 0.8, 8.0, 6.8, A
231.0, 258.0, 139.0, 162.4, 92.0, 95.6, 15.3333333333, 16.4, 0.666666666667, 0.8, 8.0, 6.8, 288.333333333, 299.8, 200.333333333, 205.0, 88.0, 94.8, 17.0, 17.4, 2.0, 1.8, 4.66666666667, 4.2, H
142.0, 191.6, 75.3333333333, 108.6, 66.6666666667, 83.0, 8.0, 10.8, 3.0, 2.4, 6.33333333333, 6.0, 402.666666667, 368.75, 318.0, 259.0, 84.6666666667, 109.75, 20.0, 19.25, 1.66666666667, 1.75, 4.33333333333, 4.25, H
402.666666667, 368.75, 318.0, 259.0, 84.6666666667, 109.75, 20.0, 19.25, 1.66666666667, 1.75, 4.33333333333, 4.25, 142.0, 191.6, 75.3333333333, 108.6, 66.6666666667, 83.0, 8.0, 10.8, 3.0, 2.4, 6.33333333333, 6.0, A
334.666666667, 346.6, 236.333333333, 241.0, 98.3333333333, 105.6, 21.0, 21.4, 1.33333333333, 1.6, 3.33333333333, 4.4, 348.666666667, 336.25, 286.666666667, 279.75, 62.0, 56.5, 20.6666666667, 19.75, 2.0, 2.0, 5.33333333333, 5.5, A
348.666666667, 336.25, 286.666666667, 279.75, 62.0, 56.5, 20.6666666667, 19.75, 2.0, 2.0, 5.33333333333, 5.5, 334.666666667, 346.6, 236.333333333, 241.0, 98.3333333333, 105.6, 21.0, 21.4, 1.33333333333, 1.6, 3.33333333333, 4.4, H
356.333333333, 361.8, 240.0, 260.8, 116.333333333, 101.0, 23.6666666667, 23.4, 0.666666666667, 0.8, 3.33333333333, 3.4, 303.333333333, 335.8, 199.333333333, 208.2, 104.0, 127.6, 16.0, 17.0, 3.0, 2.6, 5.33333333333, 5.2, H
303.333333333, 335.8, 199.333333333, 208.2, 104.0, 127.6, 16.0, 17.0, 3.0, 2.6, 5.33333333333, 5.2, 356.333333333, 361.8, 240.0, 260.8, 116.333333333, 101.0, 23.6666666667, 23.4, 0.666666666667, 0.8, 3.33333333333, 3.4, A
260.666666667, 299.6, 143.0, 167.6, 117.666666667, 132.0, 15.6666666667, 16.6, 2.0, 1.6, 6.33333333333, 5.6, 245.666666667, 290.2, 152.333333333, 172.6, 93.3333333333, 117.6, 12.0, 15.6, 2.66666666667, 2.2, 7.0, 5.6, A
245.666666667, 290.2, 152.333333333, 172.6, 93.3333333333, 117.6, 12.0, 15.6, 2.66666666667, 2.2, 7.0, 5.6, 260.666666667, 299.6, 143.0, 167.6, 117.666666667, 132.0, 15.6666666667, 16.6, 2.0, 1.6, 6.33333333333, 5.6, H
368.333333333, 346.5, 249.333333333, 240.25, 119.0, 106.25, 21.3333333333, 20.75, 1.66666666667, 1.25, 4.0, 4.0, 289.666666667, 305.25, 196.666666667, 214.0, 93.0, 91.25, 15.0, 15.75, 0.666666666667, 1.5, 4.66666666667, 4.5, H
289.666666667, 305.25, 196.666666667, 214.0, 93.0, 91.25, 15.0, 15.75, 0.666666666667, 1.5, 4.66666666667, 4.5, 368.333333333, 346.5, 249.333333333, 240.25, 119.0, 106.25, 21.3333333333, 20.75, 1.66666666667, 1.25, 4.0, 4.0, A
360.0, 349.25, 314.0, 295.5, 46.0, 53.75, 18.6666666667, 18.75, 1.33333333333, 1.5, 3.33333333333, 3.75, 377.666666667, 376.8, 233.0, 237.8, 144.666666667, 139.0, 22.0, 20.2, 1.33333333333, 1.0, 4.33333333333, 4.6, A
377.666666667, 376.8, 233.0, 237.8, 144.666666667, 139.0, 22.0, 20.2, 1.33333333333, 1.0, 4.33333333333, 4.6, 360.0, 349.25, 314.0, 295.5, 46.0, 53.75, 18.6666666667, 18.75, 1.33333333333, 1.5, 3.33333333333, 3.75, H
358.0, 328.833333333, 244.0, 215.666666667, 114.0, 113.166666667, 19.0, 18.5, 2.33333333333, 1.83333333333, 6.66666666667, 6.0, 322.333333333, 318.8, 216.0, 229.2, 106.333333333, 89.6, 16.3333333333, 16.8, 1.66666666667, 1.8, 4.0, 4.4, H
322.333333333, 318.8, 216.0, 229.2, 106.333333333, 89.6, 16.3333333333, 16.8, 1.66666666667, 1.8, 4.0, 4.4, 358.0, 328.833333333, 244.0, 215.666666667, 114.0, 113.166666667, 19.0, 18.5, 2.33333333333, 1.83333333333, 6.66666666667, 6.0, A
261.666666667, 239.833333333, 125.666666667, 136.166666667, 136.0, 103.666666667, 14.3333333333, 13.6666666667, 2.33333333333, 2.66666666667, 7.66666666667, 6.5, 420.333333333, 359.6, 306.666666667, 258.4, 113.666666667, 101.2, 22.0, 20.0, 1.33333333333, 1.0, 2.66666666667, 4.0, A
420.333333333, 359.6, 306.666666667, 258.4, 113.666666667, 101.2, 22.0, 20.0, 1.33333333333, 1.0, 2.66666666667, 4.0, 261.666666667, 239.833333333, 125.666666667, 136.166666667, 136.0, 103.666666667, 14.3333333333, 13.6666666667, 2.33333333333, 2.66666666667, 7.66666666667, 6.5, H
405.666666667, 369.5, 321.666666667, 292.166666667, 84.0, 77.3333333333, 21.6666666667, 19.6666666667, 1.66666666667, 1.5, 5.66666666667, 5.5, 251.0, 267.0, 166.333333333, 160.8, 84.6666666667, 106.2, 13.0, 13.6, 1.33333333333, 1.0, 7.0, 7.0, H
251.0, 267.0, 166.333333333, 160.8, 84.6666666667, 106.2, 13.0, 13.6, 1.33333333333, 1.0, 7.0, 7.0, 405.666666667, 369.5, 321.666666667, 292.166666667, 84.0, 77.3333333333, 21.6666666667, 19.6666666667, 1.66666666667, 1.5, 5.66666666667, 5.5, A
255.0, 259.666666667, 159.333333333, 161.666666667, 95.6666666667, 98.0, 17.0, 16.3333333333, 0.333333333333, 0.666666666667, 7.33333333333, 6.83333333333, 305.666666667, 341.6, 253.0, 284.0, 52.6666666667, 57.6, 18.6666666667, 19.0, 1.0, 1.4, 3.66666666667, 3.6, A
305.666666667, 341.6, 253.0, 284.0, 52.6666666667, 57.6, 18.6666666667, 19.0, 1.0, 1.4, 3.66666666667, 3.6, 255.0, 259.666666667, 159.333333333, 161.666666667, 95.6666666667, 98.0, 17.0, 16.3333333333, 0.333333333333, 0.666666666667, 7.33333333333, 6.83333333333, H
461.333333333, 403.666666667, 328.333333333, 296.666666667, 133.0, 107.0, 26.0, 22.5, 2.33333333333, 2.16666666667, 2.66666666667, 3.33333333333, 379.0, 348.166666667, 272.666666667, 223.166666667, 106.333333333, 125.0, 20.6666666667, 19.6666666667, 0.666666666667, 0.666666666667, 4.0, 4.66666666667, H
379.0, 348.166666667, 272.666666667, 223.166666667, 106.333333333, 125.0, 20.6666666667, 19.6666666667, 0.666666666667, 0.666666666667, 4.0, 4.66666666667, 461.333333333, 403.666666667, 328.333333333, 296.666666667, 133.0, 107.0, 26.0, 22.5, 2.33333333333, 2.16666666667, 2.66666666667, 3.33333333333, A
279.666666667, 277.833333333, 189.0, 173.833333333, 90.6666666667, 104.0, 16.3333333333, 16.3333333333, 2.66666666667, 2.16666666667, 5.66666666667, 5.5, 434.333333333, 404.8, 347.0, 326.0, 87.3333333333, 78.8, 23.0, 20.8, 1.33333333333, 1.2, 3.33333333333, 3.0, A
434.333333333, 404.8, 347.0, 326.0, 87.3333333333, 78.8, 23.0, 20.8, 1.33333333333, 1.2, 3.33333333333, 3.0, 279.666666667, 277.833333333, 189.0, 173.833333333, 90.6666666667, 104.0, 16.3333333333, 16.3333333333, 2.66666666667, 2.16666666667, 5.66666666667, 5.5, H
259.0, 277.666666667, 146.333333333, 178.166666667, 112.666666667, 99.5, 15.3333333333, 16.0, 2.33333333333, 1.66666666667, 4.33333333333, 5.16666666667, 414.333333333, 404.666666667, 289.666666667, 288.333333333, 124.666666667, 116.333333333, 25.0, 24.8333333333, 0.666666666667, 0.666666666667, 3.0, 3.0, A
414.333333333, 404.666666667, 289.666666667, 288.333333333, 124.666666667, 116.333333333, 25.0, 24.8333333333, 0.666666666667, 0.666666666667, 3.0, 3.0, 259.0, 277.666666667, 146.333333333, 178.166666667, 112.666666667, 99.5, 15.3333333333, 16.0, 2.33333333333, 1.66666666667, 4.33333333333, 5.16666666667, H
280.333333333, 290.0, 138.333333333, 158.8, 142.0, 131.2, 17.6666666667, 18.2, 2.66666666667, 3.4, 4.33333333333, 3.8, 263.333333333, 291.166666667, 152.333333333, 169.5, 111.0, 121.666666667, 14.3333333333, 16.3333333333, 2.66666666667, 2.16666666667, 6.66666666667, 6.0, A
263.333333333, 291.166666667, 152.333333333, 169.5, 111.0, 121.666666667, 14.3333333333, 16.3333333333, 2.66666666667, 2.16666666667, 6.66666666667, 6.0, 280.333333333, 290.0, 138.333333333, 158.8, 142.0, 131.2, 17.6666666667, 18.2, 2.66666666667, 3.4, 4.33333333333, 3.8, H
204.666666667, 213.833333333, 131.0, 125.333333333, 73.6666666667, 88.5, 11.0, 12.0, 2.66666666667, 2.33333333333, 7.33333333333, 6.16666666667, 322.333333333, 318.666666667, 126.333333333, 155.666666667, 196.0, 163.0, 16.3333333333, 16.3333333333, 3.33333333333, 2.33333333333, 5.0, 5.5, A
322.333333333, 318.666666667, 126.333333333, 155.666666667, 196.0, 163.0, 16.3333333333, 16.3333333333, 3.33333333333, 2.33333333333, 5.0, 5.5, 204.666666667, 213.833333333, 131.0, 125.333333333, 73.6666666667, 88.5, 11.0, 12.0, 2.66666666667, 2.33333333333, 7.33333333333, 6.16666666667, H
420.666666667, 420.4, 275.333333333, 259.4, 145.333333333, 161.0, 21.3333333333, 21.0, 1.33333333333, 1.6, 5.0, 4.6, 329.0, 327.8, 237.666666667, 229.2, 91.3333333333, 98.6, 19.0, 19.8, 1.66666666667, 1.4, 4.66666666667, 4.2, H
329.0, 327.8, 237.666666667, 229.2, 91.3333333333, 98.6, 19.0, 19.8, 1.66666666667, 1.4, 4.66666666667, 4.2, 420.666666667, 420.4, 275.333333333, 259.4, 145.333333333, 161.0, 21.3333333333, 21.0, 1.33333333333, 1.6, 5.0, 4.6, A
346.0, 340.0, 162.666666667, 163.0, 183.333333333, 177.0, 22.3333333333, 22.0, 0.666666666667, 1.4, 4.33333333333, 3.8, 404.666666667, 430.0, 235.333333333, 270.4, 169.333333333, 159.6, 22.3333333333, 23.6, 0.666666666667, 1.2, 4.66666666667, 3.8, A
404.666666667, 430.0, 235.333333333, 270.4, 169.333333333, 159.6, 22.3333333333, 23.6, 0.666666666667, 1.2, 4.66666666667, 3.8, 346.0, 340.0, 162.666666667, 163.0, 183.333333333, 177.0, 22.3333333333, 22.0, 0.666666666667, 1.4, 4.33333333333, 3.8, H
412.333333333, 402.0, 259.0, 254.333333333, 153.333333333, 147.666666667, 21.6666666667, 21.5, 1.66666666667, 1.16666666667, 3.66666666667, 3.5, 335.666666667, 337.8, 292.333333333, 280.2, 43.3333333333, 57.6, 20.3333333333, 20.0, 2.0, 2.0, 6.33333333333, 5.6, A
335.666666667, 337.8, 292.333333333, 280.2, 43.3333333333, 57.6, 20.3333333333, 20.0, 2.0, 2.0, 6.33333333333, 5.6, 412.333333333, 402.0, 259.0, 254.333333333, 153.333333333, 147.666666667, 21.6666666667, 21.5, 1.66666666667, 1.16666666667, 3.66666666667, 3.5, H
246.666666667, 294.0, 141.0, 195.333333333, 105.666666667, 98.6666666667, 12.0, 15.6666666667, 2.33333333333, 1.83333333333, 5.66666666667, 4.83333333333, 342.666666667, 351.6, 264.0, 250.4, 78.6666666667, 101.2, 17.0, 18.2, 0.333333333333, 1.4, 5.33333333333, 5.0, A
342.666666667, 351.6, 264.0, 250.4, 78.6666666667, 101.2, 17.0, 18.2, 0.333333333333, 1.4, 5.33333333333, 5.0, 246.666666667, 294.0, 141.0, 195.333333333, 105.666666667, 98.6666666667, 12.0, 15.6666666667, 2.33333333333, 1.83333333333, 5.66666666667, 4.83333333333, H
356.0, 393.166666667, 263.0, 268.333333333, 93.0, 124.833333333, 18.6666666667, 23.0, 1.33333333333, 1.16666666667, 5.33333333333, 4.5, 363.0, 368.666666667, 256.333333333, 236.0, 106.666666667, 132.666666667, 21.3333333333, 20.0, 1.0, 0.833333333333, 5.0, 4.5, H
363.0, 368.666666667, 256.333333333, 236.0, 106.666666667, 132.666666667, 21.3333333333, 20.0, 1.0, 0.833333333333, 5.0, 4.5, 356.0, 393.166666667, 263.0, 268.333333333, 93.0, 124.833333333, 18.6666666667, 23.0, 1.33333333333, 1.16666666667, 5.33333333333, 4.5, A
250.333333333, 273.428571429, 137.0, 161.571428571, 113.333333333, 111.857142857, 14.0, 15.2857142857, 1.66666666667, 1.85714285714, 7.66666666667, 6.28571428571, 408.0, 364.714285714, 334.0, 285.571428571, 74.0, 79.1428571429, 22.3333333333, 19.4285714286, 1.33333333333, 1.42857142857, 5.0, 5.42857142857, A
408.0, 364.714285714, 334.0, 285.571428571, 74.0, 79.1428571429, 22.3333333333, 19.4285714286, 1.33333333333, 1.42857142857, 5.0, 5.42857142857, 250.333333333, 273.428571429, 137.0, 161.571428571, 113.333333333, 111.857142857, 14.0, 15.2857142857, 1.66666666667, 1.85714285714, 7.66666666667, 6.28571428571, H
309.333333333, 312.166666667, 219.666666667, 231.666666667, 89.6666666667, 80.5, 16.6666666667, 16.5, 2.33333333333, 2.16666666667, 3.66666666667, 4.16666666667, 176.333333333, 225.428571429, 69.6666666667, 128.285714286, 106.666666667, 97.1428571429, 11.0, 13.4285714286, 2.33333333333, 2.57142857143, 6.0, 6.14285714286, H
176.333333333, 225.428571429, 69.6666666667, 128.285714286, 106.666666667, 97.1428571429, 11.0, 13.4285714286, 2.33333333333, 2.57142857143, 6.0, 6.14285714286, 309.333333333, 312.166666667, 219.666666667, 231.666666667, 89.6666666667, 80.5, 16.6666666667, 16.5, 2.33333333333, 2.16666666667, 3.66666666667, 4.16666666667, A
409.0, 419.333333333, 296.0, 266.0, 113.0, 153.333333333, 19.3333333333, 20.5, 1.66666666667, 1.5, 4.33333333333, 4.33333333333, 262.0, 310.166666667, 193.333333333, 219.833333333, 68.6666666667, 90.3333333333, 17.0, 19.0, 1.33333333333, 1.66666666667, 5.33333333333, 5.0, H
262.0, 310.166666667, 193.333333333, 219.833333333, 68.6666666667, 90.3333333333, 17.0, 19.0, 1.33333333333, 1.66666666667, 5.33333333333, 5.0, 409.0, 419.333333333, 296.0, 266.0, 113.0, 153.333333333, 19.3333333333, 20.5, 1.66666666667, 1.5, 4.33333333333, 4.33333333333, A
294.0, 293.166666667, 201.333333333, 194.166666667, 92.6666666667, 99.0, 18.6666666667, 18.3333333333, 2.0, 2.0, 4.33333333333, 4.66666666667, 311.333333333, 277.0, 200.666666667, 165.714285714, 110.666666667, 111.285714286, 18.0, 16.0, 2.33333333333, 2.14285714286, 4.66666666667, 5.42857142857, A
311.333333333, 277.0, 200.666666667, 165.714285714, 110.666666667, 111.285714286, 18.0, 16.0, 2.33333333333, 2.14285714286, 4.66666666667, 5.42857142857, 294.0, 293.166666667, 201.333333333, 194.166666667, 92.6666666667, 99.0, 18.6666666667, 18.3333333333, 2.0, 2.0, 4.33333333333, 4.66666666667, H
439.666666667, 376.333333333, 309.333333333, 258.333333333, 130.333333333, 118.0, 22.3333333333, 20.8333333333, 1.33333333333, 0.833333333333, 2.0, 3.66666666667, 396.333333333, 353.571428571, 281.333333333, 233.714285714, 115.0, 119.857142857, 20.3333333333, 19.8571428571, 1.0, 0.857142857143, 4.33333333333, 4.85714285714, A
396.333333333, 353.571428571, 281.333333333, 233.714285714, 115.0, 119.857142857, 20.3333333333, 19.8571428571, 1.0, 0.857142857143, 4.33333333333, 4.85714285714, 439.666666667, 376.333333333, 309.333333333, 258.333333333, 130.333333333, 118.0, 22.3333333333, 20.8333333333, 1.33333333333, 0.833333333333, 2.0, 3.66666666667, H
396.333333333, 402.5, 299.0, 310.833333333, 97.3333333333, 91.6666666667, 23.6666666667, 21.3333333333, 1.0, 1.0, 3.33333333333, 3.16666666667, 268.0, 272.0, 183.0, 173.666666667, 85.0, 98.3333333333, 14.3333333333, 14.1666666667, 1.66666666667, 1.16666666667, 5.66666666667, 6.66666666667, H
268.0, 272.0, 183.0, 173.666666667, 85.0, 98.3333333333, 14.3333333333, 14.1666666667, 1.66666666667, 1.16666666667, 5.66666666667, 6.66666666667, 396.333333333, 402.5, 299.0, 310.833333333, 97.3333333333, 91.6666666667, 23.6666666667, 21.3333333333, 1.0, 1.0, 3.33333333333, 3.16666666667, A
